partition,round,clients,local_epochs,batch_size,learning_rate,mean_local_loss,global_test_loss,accuracy,precision,recall,f1,roc_auc,model_parameters,model_size_bytes,upload_bytes,download_bytes,total_communication_bytes,aggregation_time_seconds,round_time_seconds,experiment,category,dropout_rate,participating_clients,dropped_clients,scenario,available_clients,failed_clients,noisy_clients,stale_clients,mean_reliability_available_clients
iid,11,10.0,1.0,512.0,0.001,0.5799167156219482,0.5494962334632874,0.8934010152284264,1.0,0.6379310344827587,0.7789473684210526,0.9538576035723146,15138,60552,605520,605520,1211040,0.0014041000003999,0.0496455000002242,IID,distribution,,,,,,,,,
iid,12,10.0,1.0,512.0,0.001,0.5615156888961792,0.5274431109428406,0.8934010152284264,1.0,0.6379310344827587,0.7789473684210526,0.9562143388737286,15138,60552,605520,605520,1211040,0.0016814999999041,0.0574857000001429,IID,distribution,,,,,,,,,
iid,13,10.0,1.0,512.0,0.001,0.540518194437027,0.5046483278274536,0.8934010152284264,1.0,0.6379310344827587,0.7789473684210526,0.9579508806747704,15138,60552,605520,605520,1211040,0.0013686000002053,0.0528937000008227,IID,distribution,,,,,,,,,
iid,14,10.0,1.0,512.0,0.001,0.5158454686403274,0.4811948239803314,0.8934010152284264,1.0,0.6379310344827587,0.7789473684210526,0.96018357727611,15138,60552,605520,605520,1211040,0.0006182000006447,0.0468082000006688,IID,distribution,,,,,,,,,
iid,15,10.0,1.0,512.0,0.001,0.4944207221269607,0.4579211473464966,0.8934010152284264,1.0,0.6379310344827587,0.7789473684210526,0.9611758868767056,15138,60552,605520,605520,1211040,0.0013838000004398,0.0578254000001834,IID,distribution,,,,,,,,,
balanced_noniid,1,10.0,1.0,512.0,0.001,0.732064813375473,0.7220433354377747,0.2944162436548223,0.2923076923076923,0.9827586206896552,0.4505928853754941,0.6297444802778467,15138,60552,605520,605520,1211040,0.0014207000003807,0.7484636999997747,Balanced Non-IID,distribution,,,,,,,,,
balanced_noniid,2,10.0,1.0,512.0,0.001,0.7226628661155701,0.7123901844024658,0.3096446700507614,0.296875,0.9827586206896552,0.456,0.7458447035475069,15138,60552,605520,605520,1211040,0.0014642000005551,0.0535884000000805,Balanced Non-IID,distribution,,,,,,,,,
balanced_noniid,3,10.0,1.0,512.0,0.001,0.7151930689811706,0.7025723457336426,0.3451776649746192,0.3081081081081081,0.9827586206896552,0.4691358024691358,0.829694864797817,15138,60552,605520,605520,1211040,0.0013910000016039,0.0516205999992962,Balanced Non-IID,distribution,,,,,,,,,
balanced_noniid,4,10.0,1.0,512.0,0.001,0.7070846080780029,0.6924702525138855,0.4060913705583756,0.3314285714285714,1.0,0.4978540772532189,0.8743487968246093,15138,60552,605520,605520,1211040,0.0014184999999997,0.0513341999994736,Balanced Non-IID,distribution,,,,,,,,,
balanced_noniid,5,10.0,1.0,512.0,0.001,0.6954843044281006,0.6816031336784363,0.4974619289340101,0.3660130718954248,0.9655172413793104,0.5308056872037915,0.90858347804515,15138,60552,605520,605520,1211040,0.0004688999997597,0.0475796999999147,Balanced Non-IID,distribution,,,,,,,,,
balanced_noniid,6,10.0,1.0,512.0,0.001,0.6874940276145936,0.670432984828949,0.6649746192893401,0.4655172413793103,0.9310344827586208,0.6206896551724138,0.9229719672537832,15138,60552,605520,605520,1211040,0.0015660999997635,0.0542252999985066,Balanced Non-IID,distribution,,,,,,,,,
balanced_noniid,7,10.0,1.0,512.0,0.001,0.6763210773468018,0.6588791012763977,0.7969543147208121,0.6046511627906976,0.896551724137931,0.7222222222222222,0.9317787149590672,15138,60552,605520,605520,1211040,0.0013911000005464,0.0560400000013032,Balanced Non-IID,distribution,,,,,,,,,
balanced_noniid,8,10.0,1.0,512.0,0.001,0.6645339906215668,0.6466767191886902,0.8883248730964467,0.8,0.8275862068965517,0.8135593220338984,0.9372364177623418,15138,60552,605520,605520,1211040,0.0005722000005334,0.0437440999994578,Balanced Non-IID,distribution,,,,,,,,,
balanced_noniid,9,10.0,1.0,512.0,0.001,0.6530140936374664,0.633874237537384,0.9238578680203046,0.9387755102040816,0.7931034482758621,0.8598130841121495,0.9410816174646488,15138,60552,605520,605520,1211040,0.0005956000004516,0.0491380000003118,Balanced Non-IID,distribution,,,,,,,,,
balanced_noniid,10,10.0,1.0,512.0,0.001,0.6403558492660523,0.6206570267677307,0.9289340101522844,1.0,0.7586206896551724,0.8627450980392157,0.9446787397668072,15138,60552,605520,605520,1211040,0.0005973999996058,0.0487740999997186,Balanced Non-IID,distribution,,,,,,,,,
balanced_noniid,11,10.0,1.0,512.0,0.001,0.627833902835846,0.6069185137748718,0.9238578680203046,1.0,0.7413793103448276,0.8514851485148515,0.9470354750682212,15138,60552,605520,605520,1211040,0.0013806000006297,0.0567102000004524,Balanced Non-IID,distribution,,,,,,,,,
balanced_noniid,12,10.0,1.0,512.0,0.001,0.6158593535423279,0.5926623940467834,0.9137055837563453,1.0,0.7068965517241379,0.8282828282828283,0.9497643264698584,15138,60552,605520,605520,1211040,0.001388799999404,0.0616492999997717,Balanced Non-IID,distribution,,,,,,,,,
balanced_noniid,13,10.0,1.0,512.0,0.001,0.6035217881202698,0.5779982209205627,0.8984771573604061,1.0,0.6551724137931034,0.7916666666666666,0.952865293971719,15138,60552,605520,605520,1211040,0.0013808999992761,0.055946300000869,Balanced Non-IID,distribution,,,,,,,,,
balanced_noniid,14,10.0,1.0,512.0,0.001,0.5882745802402496,0.5626491904258728,0.8934010152284264,1.0,0.6379310344827587,0.7789473684210526,0.9544777970726868,15138,60552,605520,605520,1211040,0.0013928000007581,0.0545375000001513,Balanced Non-IID,distribution,,,,,,,,,
balanced_noniid,15,10.0,1.0,512.0,0.001,0.5776631712913514,0.5465102791786194,0.8934010152284264,1.0,0.6379310344827587,0.7789473684210526,0.9567104936740264,15138,60552,605520,605520,1211040,0.0013596999997389,0.0558655000004364,Balanced Non-IID,distribution,,,,,,,,,
noniid,1,10.0,1.0,512.0,0.001,0.7119870543479919,0.7224646210670471,0.2944162436548223,0.2923076923076923,0.9827586206896552,0.4505928853754941,0.6302406350781444,15138,60552,605520,605520,1211040,0.001661199999944,0.7727532999997493,Unbalanced Non-IID,distribution,,,,,,,,,
noniid,2,10.0,1.0,512.0,0.001,0.7037186741828918,0.7134045362472534,0.3096446700507614,0.296875,0.9827586206896552,0.456,0.7524187546514514,15138,60552,605520,605520,1211040,0.0015484000005017,0.049587500000598,Unbalanced Non-IID,distribution,,,,,,,,,
noniid,3,10.0,1.0,512.0,0.001,0.7040059328079223,0.7041273713111877,0.3299492385786802,0.3031914893617021,0.9827586206896552,0.4634146341463415,0.8293227486975935,15138,60552,605520,605520,1211040,0.0014122000002316,0.0564512000000831,Unbalanced Non-IID,distribution,,,,,,,,,
noniid,4,10.0,1.0,512.0,0.001,0.6877864301204681,0.6945580244064331,0.3959390862944162,0.327683615819209,1.0,0.4936170212765957,0.8749689903249814,15138,60552,605520,605520,1211040,0.0013688999997611,0.0538671000003887,Unbalanced Non-IID,distribution,,,,,,,,,
noniid,5,10.0,1.0,512.0,0.001,0.6873663365840912,0.685030996799469,0.4416243654822335,0.3414634146341463,0.9655172413793104,0.5045045045045045,0.9077152071446292,15138,60552,605520,605520,1211040,0.001408099999935,0.050458300000173,Unbalanced Non-IID,distribution,,,,,,,,,
noniid,6,10.0,1.0,512.0,0.001,0.6826327979564667,0.6747814416885376,0.6091370558375635,0.4263565891472868,0.9482758620689656,0.5882352941176471,0.9217315802530388,15138,60552,605520,605520,1211040,0.0007131000002118,0.0512432999994416,Unbalanced Non-IID,distribution,,,,,,,,,
noniid,7,10.0,1.0,512.0,0.001,0.675757759809494,0.664271891117096,0.7309644670050761,0.5247524752475248,0.913793103448276,0.6666666666666666,0.9286777474572068,15138,60552,605520,605520,1211040,0.0014108999994277,0.0564091000005646,Unbalanced Non-IID,distribution,,,,,,,,,
noniid,8,10.0,1.0,512.0,0.001,0.6678330183029175,0.6528338193893433,0.8578680203045685,0.7142857142857143,0.8620689655172413,0.78125,0.935251798561151,15138,60552,605520,605520,1211040,0.001394099999743,0.0519189999995433,Unbalanced Non-IID,distribution,,,,,,,,,
noniid,9,10.0,1.0,512.0,0.001,0.659450912475586,0.6405483484268188,0.8934010152284264,0.8245614035087719,0.8103448275862069,0.8173913043478261,0.939593153063756,15138,60552,605520,605520,1211040,0.0013862000005246,0.0555248000000574,Unbalanced Non-IID,distribution,,,,,,,,,
noniid,10,10.0,1.0,512.0,0.001,0.651285594701767,0.6279793977737427,0.9238578680203046,0.9387755102040816,0.7931034482758621,0.8598130841121495,0.9428181592656908,15138,60552,605520,605520,1211040,0.0014227000001483,0.056345599999986,Unbalanced Non-IID,distribution,,,,,,,,,
noniid,11,10.0,1.0,512.0,0.001,0.6443189144134521,0.614608645439148,0.934010152284264,1.0,0.7758620689655172,0.8737864077669902,0.9456710493674026,15138,60552,605520,605520,1211040,0.0014126000005489,0.0580024999999295,Unbalanced Non-IID,distribution,,,,,,,,,
noniid,12,10.0,1.0,512.0,0.001,0.6358410716056824,0.6008788347244263,0.9238578680203046,1.0,0.7413793103448276,0.8514851485148515,0.9481518233688911,15138,60552,605520,605520,1211040,0.0014259999998103,0.054980599999908,Unbalanced Non-IID,distribution,,,,,,,,,
noniid,13,10.0,1.0,512.0,0.001,0.626395171880722,0.586083710193634,0.9137055837563453,1.0,0.7068965517241379,0.8282828282828283,0.9515008682709004,15138,60552,605520,605520,1211040,0.0013891999997213,0.0535532999992938,Unbalanced Non-IID,distribution,,,,,,,,,
noniid,14,10.0,1.0,512.0,0.001,0.6198201298713684,0.5710933804512024,0.8984771573604061,1.0,0.6551724137931034,0.7916666666666666,0.95373356487224,15138,60552,605520,605520,1211040,0.0016664000004311,0.0568055000003369,Unbalanced Non-IID,distribution,,,,,,,,,
noniid,15,10.0,1.0,512.0,0.001,0.6061086773872375,0.5552849769592285,0.8984771573604061,1.0,0.6551724137931034,0.7916666666666666,0.9568345323741008,15138,60552,605520,605520,1211040,0.0014111999998931,0.0590587999995477,Unbalanced Non-IID,distribution,,,,,,,,,
,1,,,,,0.7109598219394684,0.7226108312606812,0.2893401015228426,0.2908163265306122,0.9827586206896552,0.4488188976377952,0.6446291242867774,15138,60552,484416,484416,968832,0.0011873999992531,0.7475329999997484,Random Dropout 20%,dropout,0.2,8.0,2.0,,,,,,
,2,,,,,0.7015892937779427,0.7128840684890747,0.3096446700507614,0.296875,0.9827586206896552,0.456,0.7257504341354504,15138,60552,484416,484416,968832,0.0005067000001872,0.0408976000016991,Random Dropout 20%,dropout,0.2,8.0,2.0,,,,,,
,3,,,,,0.7140864431858063,0.7028642296791077,0.350253807106599,0.3097826086956521,0.9827586206896552,0.4710743801652892,0.8085462664351277,15138,60552,484416,484416,968832,0.0011238999995839,0.0464166000001569,Random Dropout 20%,dropout,0.2,8.0,2.0,,,,,,
,4,,,,,0.6863929703831673,0.6956945657730103,0.3959390862944162,0.327683615819209,1.0,0.4936170212765957,0.8773257256263955,15138,60552,484416,484416,968832,0.0005383999996411,0.0418147000000317,Random Dropout 20%,dropout,0.2,8.0,2.0,,,,,,
,5,,,,,0.6929890438914299,0.6848706007003784,0.4467005076142132,0.3435582822085889,0.9655172413793104,0.5067873303167421,0.9077772264946664,15138,60552,484416,484416,968832,0.0005063000007794,0.0482767000012245,Random Dropout 20%,dropout,0.2,8.0,2.0,,,,,,
,6,,,,,0.6852463781833649,0.6771108508110046,0.5279187817258884,0.3809523809523809,0.9655172413793104,0.5463414634146342,0.9261969734557182,15138,60552,484416,484416,968832,0.001144199999544,0.0496176999986346,Random Dropout 20%,dropout,0.2,8.0,2.0,,,,,,
,7,,,,,0.6756284981966019,0.6663380861282349,0.6649746192893401,0.4661016949152542,0.9482758620689656,0.625,0.9345075663607044,15138,60552,484416,484416,968832,0.0011353999998391,0.0512503999998443,Random Dropout 20%,dropout,0.2,8.0,2.0,,,,,,
,8,,,,,0.665439784526825,0.655031681060791,0.7817258883248731,0.5824175824175825,0.913793103448276,0.7114093959731543,0.9398412304639048,15138,60552,484416,484416,968832,0.0011431999992055,0.0526298000004317,Random Dropout 20%,dropout,0.2,8.0,2.0,,,,,,
,9,,,,,0.6575132757425308,0.6421818137168884,0.8984771573604061,0.796875,0.8793103448275862,0.8360655737704918,0.9444306623666584,15138,60552,484416,484416,968832,0.0011641999990388,0.0515718000006018,Random Dropout 20%,dropout,0.2,8.0,2.0,,,,,,
,10,,,,,0.6516326740384102,0.6288633942604065,0.9137055837563453,0.9019607843137256,0.7931034482758621,0.8440366972477065,0.9469114363681468,15138,60552,484416,484416,968832,0.0011587999997573,0.0416036000005988,Random Dropout 20%,dropout,0.2,8.0,2.0,,,,,,
,11,,,,,0.6475365906953812,0.6157052516937256,0.9390862944162436,1.0,0.7931034482758621,0.8846153846153846,0.9467873976680724,15138,60552,484416,484416,968832,0.0011828999995486,0.0492315999999846,Random Dropout 20%,dropout,0.2,8.0,2.0,,,,,,
,12,,,,,0.6390965431928635,0.6029168963432312,0.9238578680203046,1.0,0.7413793103448276,0.8514851485148515,0.94839990076904,15138,60552,484416,484416,968832,0.0011469000000943,0.0507958999987749,Random Dropout 20%,dropout,0.2,8.0,2.0,,,,,,
,13,,,,,0.6242373287677765,0.5886279940605164,0.9086294416243654,1.0,0.6896551724137931,0.8163265306122449,0.9486479781691888,15138,60552,484416,484416,968832,0.0011625000006461,0.0477998000005754,Random Dropout 20%,dropout,0.2,8.0,2.0,,,,,,
,14,,,,,0.6078725755214691,0.5725347399711609,0.8984771573604061,1.0,0.6551724137931034,0.7916666666666666,0.9515008682709004,15138,60552,484416,484416,968832,0.0005049999999755,0.0449375000007421,Random Dropout 20%,dropout,0.2,8.0,2.0,,,,,,
,15,,,,,0.5957037135958672,0.5561949610710144,0.8934010152284264,1.0,0.6379310344827587,0.7789473684210526,0.9543537583726124,15138,60552,484416,484416,968832,0.0012191999994684,0.0452834999996412,Random Dropout 20%,dropout,0.2,8.0,2.0,,,,,,
,1,,,,,0.7109616796175638,0.7217463850975037,0.2944162436548223,0.2923076923076923,0.9827586206896552,0.4505928853754941,0.6410320019846192,15138,60552,363312,363312,726624,0.00098749999961,0.7687250999988464,Random Dropout 40%,dropout,0.4,6.0,4.0,,,,,,
,2,,,,,0.7173769871393839,0.7107791304588318,0.3147208121827411,0.2962962962962963,0.9655172413793104,0.4534412955465587,0.7137186802282313,15138,60552,363312,363312,726624,0.0009059999993041,0.035121099999742,Random Dropout 40%,dropout,0.4,6.0,4.0,,,,,,
,3,,,,,0.6940259238084158,0.7014926671981812,0.3553299492385787,0.3114754098360656,0.9827586206896552,0.4730290456431535,0.8057553956834531,15138,60552,363312,363312,726624,0.0008930000003601,0.0398251999995409,Random Dropout 40%,dropout,0.4,6.0,4.0,,,,,,
,4,,,,,0.6925321519374847,0.690754771232605,0.4213197969543147,0.3313253012048193,0.9482758620689656,0.4910714285714285,0.8538824113123294,15138,60552,363312,363312,726624,0.0003417000007175,0.041462400000455,Random Dropout 40%,dropout,0.4,6.0,4.0,,,,,,
,5,,,,,0.6945113639036814,0.6826412081718445,0.4720812182741117,0.3544303797468354,0.9655172413793104,0.5185185185185185,0.9090796328454478,15138,60552,363312,363312,726624,0.0010409000005893,0.0405482999995001,Random Dropout 40%,dropout,0.4,6.0,4.0,,,,,,
,6,,,,,0.6898979445298513,0.6733760833740234,0.6192893401015228,0.4341085271317829,0.9655172413793104,0.5989304812834224,0.9257008186554204,15138,60552,363312,363312,726624,0.0009484000001975,0.0378939000001992,Random Dropout 40%,dropout,0.4,6.0,4.0,,,,,,
,7,,,,,0.6685464084148407,0.6627392172813416,0.7309644670050761,0.5242718446601942,0.9310344827586208,0.6708074534161491,0.932895063259737,15138,60552,363312,363312,726624,0.0009184000009554,0.0410024000011617,Random Dropout 40%,dropout,0.4,6.0,4.0,,,,,,
,8,,,,,0.6655515333016714,0.6556753516197205,0.7766497461928934,0.5760869565217391,0.913793103448276,0.7066666666666667,0.9388489208633094,15138,60552,363312,363312,726624,0.0006534000003739,0.0374400000000605,Random Dropout 40%,dropout,0.4,6.0,4.0,,,,,,
,9,,,,,0.6569263438383738,0.6440772414207458,0.883248730964467,0.7611940298507462,0.8793103448275862,0.816,0.9471595137682958,15138,60552,363312,363312,726624,0.0009125000015046,0.0332557000001543,Random Dropout 40%,dropout,0.4,6.0,4.0,,,,,,
,10,,,,,0.6507964432239532,0.6337739825248718,0.9137055837563453,0.8596491228070176,0.8448275862068966,0.8521739130434782,0.9493922103696352,15138,60552,363312,363312,726624,0.0009021000005304,0.0333725000000413,Random Dropout 40%,dropout,0.4,6.0,4.0,,,,,,
,11,,,,,0.6426134208838145,0.6191369891166687,0.9390862944162436,1.0,0.7931034482758621,0.8846153846153846,0.9480277846688168,15138,60552,363312,363312,726624,0.0010038000000349,0.0422796999991987,Random Dropout 40%,dropout,0.4,6.0,4.0,,,,,,
,12,,,,,0.6264406740665436,0.6031930446624756,0.9238578680203046,1.0,0.7413793103448276,0.8514851485148515,0.950136442570082,15138,60552,363312,363312,726624,0.0011211000000912,0.040061900001092,Random Dropout 40%,dropout,0.4,6.0,4.0,,,,,,
,13,,,,,0.6218645970026652,0.588829517364502,0.9137055837563453,1.0,0.7068965517241379,0.8282828282828283,0.9510047134706028,15138,60552,363312,363312,726624,0.0009423999999853,0.0350110999988828,Random Dropout 40%,dropout,0.4,6.0,4.0,,,,,,
,14,,,,,0.6273974974950155,0.5837618112564087,0.9187817258883249,1.0,0.7241379310344828,0.84,0.955470106673282,15138,60552,363312,363312,726624,0.0009049000000231,0.0367915000006178,Random Dropout 40%,dropout,0.4,6.0,4.0,,,,,,
,15,,,,,0.5984966854254404,0.5703765153884888,0.9035532994923858,1.0,0.6724137931034483,0.8041237113402062,0.9565864549739518,15138,60552,363312,363312,726624,0.000971200001004,0.0364970999999059,Random Dropout 40%,dropout,0.4,6.0,4.0,,,,,,
,1,,,,,0.7372781038284302,0.720344603061676,0.2944162436548223,0.2901554404145077,0.9655172413793104,0.446215139442231,0.5875713222525428,15138,60552,302760,302760,605520,0.0008010000001377,0.7358738000002631,Random Dropout 50%,dropout,0.5,5.0,5.0,,,,,,
,2,,,,,0.6940508127212525,0.7100074887275696,0.3248730964467005,0.2994652406417112,0.9655172413793104,0.4571428571428571,0.6755147606053089,15138,60552,302760,302760,605520,0.0007691999999224,0.0350240999996458,Random Dropout 50%,dropout,0.5,5.0,5.0,,,,,,
,3,,,,,0.7134663820266723,0.7018330097198486,0.3705583756345177,0.3146067415730337,0.9655172413793104,0.4745762711864407,0.7319523691391715,15138,60552,302760,302760,605520,0.0008888000011211,0.0396670999998605,Random Dropout 50%,dropout,0.5,5.0,5.0,,,,,,
,4,,,,,0.6794021010398865,0.692653238773346,0.4111675126903553,0.3273809523809524,0.9482758620689656,0.4867256637168141,0.8308112130984867,15138,60552,302760,302760,605520,0.0007814999989932,0.0396371999995608,Random Dropout 50%,dropout,0.5,5.0,5.0,,,,,,
,5,,,,,0.6914579033851623,0.6796874403953552,0.5888324873096447,0.4049586776859504,0.8448275862068966,0.547486033519553,0.840238154304143,15138,60552,302760,302760,605520,0.0007552999995823,0.0338945999992574,Random Dropout 50%,dropout,0.5,5.0,5.0,,,,,,
,6,,,,,0.6852466344833374,0.6669487953186035,0.8274111675126904,0.6818181818181818,0.7758620689655172,0.7258064516129032,0.844951624906971,15138,60552,302760,302760,605520,0.0007779000006848,0.0365024000002449,Random Dropout 50%,dropout,0.5,5.0,5.0,,,,,,
,7,,,,,0.6763325929641724,0.6587216258049011,0.8477157360406091,0.7258064516129032,0.7758620689655172,0.75,0.8967998015380799,15138,60552,302760,302760,605520,0.0007394000003841,0.0347854999999981,Random Dropout 50%,dropout,0.5,5.0,5.0,,,,,,
,8,,,,,0.6624110341072083,0.6459699869155884,0.8984771573604061,0.9523809523809524,0.6896551724137931,0.8,0.9059786653435872,15138,60552,302760,302760,605520,0.000776400000177,0.0312439999997877,Random Dropout 50%,dropout,0.5,5.0,5.0,,,,,,
,9,,,,,0.6719472408294678,0.6444545388221741,0.9086294416243654,0.8846153846153846,0.7931034482758621,0.8363636363636363,0.9286777474572068,15138,60552,302760,302760,605520,0.0007733999991614,0.0267684999998891,Random Dropout 50%,dropout,0.5,5.0,5.0,,,,,,
,10,,,,,0.6518895506858826,0.6309482455253601,0.9187817258883249,0.9772727272727272,0.7413793103448276,0.8431372549019608,0.932522947159514,15138,60552,302760,302760,605520,0.0008453000009467,0.0347380000002885,Random Dropout 50%,dropout,0.5,5.0,5.0,,,,,,
,11,,,,,0.645148491859436,0.6162492036819458,0.9086294416243654,1.0,0.6896551724137931,0.8163265306122449,0.936120069461672,15138,60552,302760,302760,605520,0.0007621999993716,0.0374805999999807,Random Dropout 50%,dropout,0.5,5.0,5.0,,,,,,
,12,,,,,0.6377413749694825,0.6016525626182556,0.8781725888324873,1.0,0.5862068965517241,0.7391304347826086,0.9383527660630115,15138,60552,302760,302760,605520,0.0007499000003008,0.032584600001428,Random Dropout 50%,dropout,0.5,5.0,5.0,,,,,,
,13,,,,,0.6310614228248597,0.5859506130218506,0.868020304568528,1.0,0.5517241379310345,0.7111111111111111,0.9405854626643514,15138,60552,302760,302760,605520,0.0006205000008776,0.0306784999993396,Random Dropout 50%,dropout,0.5,5.0,5.0,,,,,,
,14,,,,,0.6418371438980103,0.5770915746688843,0.8984771573604061,1.0,0.6551724137931034,0.7916666666666666,0.9485239394691144,15138,60552,302760,302760,605520,0.0003796000000875,0.0346227999998518,Random Dropout 50%,dropout,0.5,5.0,5.0,,,,,,
,15,,,,,0.5670625686645507,0.5582733154296875,0.868020304568528,1.0,0.5517241379310345,0.7111111111111111,0.9485239394691144,15138,60552,302760,302760,605520,0.0007848000004742,0.0363854999995965,Random Dropout 50%,dropout,0.5,5.0,5.0,,,,,,
,1,,,,,0.7125867486000061,0.7225185632705688,0.2944162436548223,0.2923076923076923,0.9827586206896552,0.4505928853754941,0.6277598610766558,15138,60552,605520,605520,1211040,0.0005911999996897,0.7746112000004359,Sensor Noise,reliability,,,,sensor_noise,10.0,0.0,2.0,0.0,0.9333333333333332
,2,,,,,0.7040824830532074,0.7135121822357178,0.3096446700507614,0.296875,0.9827586206896552,0.456,0.7488216323492929,15138,60552,605520,605520,1211040,0.0013993000011396,0.0680263000012928,Sensor Noise,reliability,,,,sensor_noise,10.0,0.0,2.0,0.0,0.9333333333333332
,3,,,,,0.7050007045269012,0.7043552994728088,0.3299492385786802,0.3031914893617021,0.9827586206896552,0.4634146341463415,0.8251054328950633,15138,60552,605520,605520,1211040,0.0012133000000176,0.0703780000003462,Sensor Noise,reliability,,,,sensor_noise,10.0,0.0,2.0,0.0,0.9333333333333332
,4,,,,,0.6896693050861359,0.6948798298835754,0.3959390862944162,0.327683615819209,1.0,0.4936170212765957,0.8709997519225998,15138,60552,605520,605520,1211040,0.0013861999996152,0.0707836999990831,Sensor Noise,reliability,,,,sensor_noise,10.0,0.0,2.0,0.0,0.9333333333333332
,5,,,,,0.6864889979362487,0.6853451728820801,0.4416243654822335,0.3414634146341463,0.9655172413793104,0.5045045045045045,0.9047382783428428,15138,60552,605520,605520,1211040,0.0014133000004221,0.0656358999985968,Sensor Noise,reliability,,,,sensor_noise,10.0,0.0,2.0,0.0,0.9333333333333332
,6,,,,,0.6845147609710693,0.6751907467842102,0.6091370558375635,0.4263565891472868,0.9482758620689656,0.5882352941176471,0.9199950384519968,15138,60552,605520,605520,1211040,0.0014885000000504,0.0678411999997479,Sensor Noise,reliability,,,,sensor_noise,10.0,0.0,2.0,0.0,0.9333333333333332
,7,,,,,0.6769582569599152,0.6648090481758118,0.7309644670050761,0.5242718446601942,0.9310344827586208,0.6708074534161491,0.9274373604564624,15138,60552,605520,605520,1211040,0.0008491000007779,0.0817103999997925,Sensor Noise,reliability,,,,sensor_noise,10.0,0.0,2.0,0.0,0.9333333333333332
,8,,,,,0.6699442565441132,0.6535068154335022,0.8578680203045685,0.7142857142857143,0.8620689655172413,0.78125,0.9335152567601092,15138,60552,605520,605520,1211040,0.0016281999996863,0.1075892999997449,Sensor Noise,reliability,,,,sensor_noise,10.0,0.0,2.0,0.0,0.9333333333333332
,9,,,,,0.6604165434837341,0.6412960290908813,0.8883248730964467,0.8103448275862069,0.8103448275862069,0.8103448275862069,0.9388489208633092,15138,60552,605520,605520,1211040,0.0014885000000504,0.0829952000003686,Sensor Noise,reliability,,,,sensor_noise,10.0,0.0,2.0,0.0,0.9333333333333332
,10,,,,,0.6526738822460174,0.6288450360298157,0.9238578680203046,0.9387755102040816,0.7931034482758621,0.8598130841121495,0.9420739270652444,15138,60552,605520,605520,1211040,0.0017867000005935,0.0819269000003259,Sensor Noise,reliability,,,,sensor_noise,10.0,0.0,2.0,0.0,0.9333333333333332
